# Cosima universal isotope store
# VN is followed by the volume name in which the isotope was produced
# RP is followed by the isotope ID (1000*Z+A), the excitation in keV, and a value (e.g. the number of produced isotopes, activation in Bq)

TT 0

VN AllArgon
RP 37090       0.00   2.89809e-01
RP 37091       0.00   5.79618e-01
RP 38083       0.00   2.89809e-01
RP 38085     238.79   2.89812e-01
RP 38085       0.00   1.70378e+00
RP 38087     388.53   2.89810e-01
RP 38089       0.00   1.15148e+00
RP 38090       0.00   2.75756e-02
RP 38091       0.00   5.79618e-01
RP 38093       0.00   2.89809e-01
RP 39085       0.00   2.89810e-01
RP 39086       0.00   1.15924e+00
RP 39087       0.00   2.89809e-01
RP 39088     392.86   1.37855e+00
RP 39088       0.00   1.86864e+00
RP 39089     908.97   1.15793e+00
RP 39090       0.00   1.76614e+00
RP 39091     555.58   3.41212e-01
RP 39091       0.00   2.57377e+00
RP 39092       0.00   1.44904e+00
RP 39093     758.72   9.82038e-02
RP 39093       0.00   8.69427e-01
RP 39094       0.00   2.89809e-01
RP 39095       0.00   2.89809e-01
RP 40085       0.00   2.89809e-01
RP 40088       0.00   1.37855e+00
RP 40089       0.00   1.15924e+00
RP 40090    2319.00   1.13809e+00
RP 40093       0.00   7.20067e-07
RP 40095       0.00   1.70550e+00
RP 40097       0.00   5.79618e-01
RP 40101       0.00   2.89809e-01
RP 41088       0.00   2.88319e-01
RP 41090       0.00   1.15924e+00
RP 41091     104.60   2.05633e-04
RP 41091       0.00   1.77145e-03
RP 41092       0.00   1.73667e-08
RP 41093      30.77   9.46431e-07
RP 41094       0.00   6.92660e-05
RP 41095     235.69   1.84012e-02
RP 41095       0.00   2.53557e+00
RP 41096       0.00   8.69427e-01
RP 41097     743.35   5.51150e-01
RP 41097       0.00   5.79618e-01
RP 41098       0.00   8.69427e-01
RP 41101       0.00   2.89809e-01
RP 41102       0.00   2.89809e-01
RP 42088       0.00   2.88319e-01
RP 42091       0.00   5.79618e-01
RP 42093       0.00   5.01915e-05
RP 42099       0.00   1.44904e+00
RP 42100       0.00   0.00000e+00
RP 42101       0.00   8.69427e-01
RP 42102       0.00   8.69427e-01
RP 42103       0.00   2.89809e-01
RP 43093       0.00   2.89809e-01
RP 43094       0.00   2.89809e-01
RP 43095      38.91   2.02311e-02
RP 43095       0.00   2.02834e+00
RP 43096       0.00   5.79618e-01
RP 43097      96.57   4.80810e-04
RP 43097       0.00   3.31300e-07
RP 43098       0.00   1.91309e-07
RP 43099     142.68   1.26960e+00
RP 43099       0.00   6.60514e-06
RP 43100       0.00   5.79618e-01
RP 43101     207.53   2.01452e-01
RP 43101       0.00   2.89842e+00
RP 43102       0.00   1.15924e+00
RP 43103       0.00   5.79618e-01
RP 43104       0.00   2.89809e-01
RP 44095       0.00   8.69427e-01
RP 44097       0.00   1.44904e+00
RP 44103       0.00   8.68053e-01
RP 44105       0.00   8.69427e-01
RP 44106       0.00   1.43121e-01
RP 44107       0.00   2.89809e-01
RP 45098       0.00   2.89809e-01
RP 45099       0.00   1.15924e+00
RP 45100       0.00   1.15924e+00
RP 45101     157.32   1.73204e+00
RP 45101       0.00   4.33740e-01
RP 45102       0.00   4.08711e-01
RP 45103      39.75   2.50339e+00
RP 45104       0.00   5.79618e-01
RP 45105     129.78   2.49002e-01
RP 45105       0.00   1.44904e+00
RP 45106       0.00   1.01255e+00
RP 45107     268.36   5.01432e-03
RP 45107       0.00   5.79618e-01
RP 45108       0.00   5.79618e-01
RP 45110       0.00   5.79618e-01
RP 46101       0.00   1.73885e+00
RP 46103       0.00   1.69323e+00
RP 46105     489.14   7.56934e-03
RP 46107       0.00   1.53990e-07
RP 46109       0.00   2.89809e-01
RP 46111       0.00   5.79618e-01
RP 47103     134.45   5.67234e-02
RP 47103       0.00   5.79619e-01
RP 47104       6.90   2.89807e-01
RP 47104       0.00   8.69425e-01
RP 47105      25.48   4.95829e-01
RP 47105       0.00   1.44589e+00
RP 47106       0.00   1.73885e+00
RP 47107      93.12   1.73774e+00
RP 47108       0.00   1.44904e+00
RP 47109      88.03   1.10794e+00
RP 47110       0.00   5.79618e-01
RP 47111      59.82   5.75715e-01
RP 47111       0.00   8.69427e-01
RP 47113       0.00   2.89809e-01
RP 47117       0.00   2.89809e-01
RP 48103       0.00   2.89809e-01
RP 48104       0.00   2.89809e-01
RP 48105       0.00   5.79618e-01
RP 48107       0.00   1.73885e+00
RP 48109     463.50   3.48009e-04
RP 48109      59.49   2.96397e-02
RP 48109       0.00   8.99775e-01
RP 48111     396.21   2.88709e-05
RP 48113     263.54   2.54414e-04
RP 48113       0.00   6.42346e-17
RP 48117       0.00   2.89809e-01
RP 49108       0.00   5.79618e-01
RP 49109     650.10   2.52993e-01
RP 49109       0.00   8.68822e-01
RP 49110       0.00   1.44904e+00
RP 49111     536.99   2.17883e-03
RP 49111       0.00   5.79617e-01
RP 49112       0.00   2.89809e-01
RP 49113     391.70   1.50337e+00
RP 49114       0.00   2.89809e-01
RP 49115       0.00   1.35136e-15
RP 49117     315.30   2.65772e-01
RP 49117       0.00   1.15924e+00
RP 49118       0.00   5.79618e-01
RP 49127       0.00   2.89809e-01
RP 50109       0.00   8.69427e-01
RP 50110       0.00   5.79618e-01
RP 50111       0.00   5.79618e-01
RP 50113      77.39   6.06015e-02
RP 50113       0.00   1.54612e+00
RP 50117     314.58   4.00477e-03
RP 50127       0.00   2.89809e-01
RP 51110       0.00   2.89809e-01
RP 51113       0.00   2.89808e-01
RP 51114       0.00   5.79618e-01
RP 51115       0.00   5.79620e-01
RP 51116       0.00   1.15924e+00
RP 51117       0.00   1.44905e+00
RP 51118       0.00   1.15924e+00
RP 51119       0.00   1.73885e+00
RP 51120       0.00   5.79618e-01
RP 51122       0.00   2.89809e-01
RP 51127    1920.19   3.90390e-02
RP 51127       0.00   2.90064e-01
RP 52113       0.00   2.89809e-01
RP 52115       0.00   2.89809e-01
RP 52117       0.00   2.89809e-01
RP 52118       0.00   5.79618e-01
RP 52119       0.00   1.15924e+00
RP 52121     293.97   2.18498e-03
RP 52121       0.00   2.60759e+00
RP 52123     247.47   8.97060e-05
RP 52123       0.00   -2.02431e-16
RP 52127      88.23   3.07453e-02
RP 52127       0.00   2.49039e-01
RP 52128       0.00   0.00000e+00
RP 53119       0.00   8.69427e-01
RP 53120       0.00   8.69427e-01
RP 53121       0.00   1.44904e+00
RP 53122       0.00   2.02866e+00
RP 53123       0.00   2.31968e+00
RP 53125       0.00   2.28549e+00
RP 53128       0.00   5.79618e-01
RP 54119       0.00   5.79618e-01
RP 54120       0.00   5.79618e-01
RP 54121       0.00   2.89809e-01
RP 54122       0.00   5.79616e-01
RP 54123     185.18   9.64964e-04
RP 54123       0.00   2.03084e+00
RP 54124       0.00   2.59842e-15
RP 54125       0.00   1.73886e+00
RP 54127       0.00   2.89535e-01
RP 55122       0.00   5.79618e-01
RP 55123       0.00   5.81799e-01
RP 55124     462.63   1.23048e-04
